index,Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,log_DOF Gross Floor Area,log_Largest Property Use Type - Gross Floor Area (ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island
11360,14311,5932279,52000,1930,1,100,165.1,4.3,1.5,7322300.2,77646.1,779430.1,224080.8,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,10.858999,10.858999,6.05161847,3.794018727,1,0
2590,3034,2945430,133835,1988,1,100,83.4,25.1,0.478642298,6299575.527,66944.70117,9101851.2,2742435.6,57.34,40.773878,-73.981356,7,6,153,11.80436298,11.58953459,5.583766874,4.04899846,0,0
5621,6618,2787034,101020,1941,1,100,79,5.1,0.7,6221960.1,67545.3,1771044.1,511447.4,101.7424207,40.827567,-73.92051,4,16,18301,11.5230738,11.51990108,5.800606659,3.794018727,0,0
4994,5801,5794091,50986,1920,1,100,195.4,5.8,0.9,4429077.1,44797.5,1019360.7,294200.2,101.7424207,40.824163,-73.949043,9,7,229,10.83930636,10.83930636,6.345987176,3.794018727,0,0
3428,3939,3111775,360110,1982,1,100,105.9,16.6,0.478642298,6299575.527,66944.70117,13440219.3,3840559.5,63.13,40.753524,-73.971161,6,4,90,12.79416482,12.35449265,5.583766874,4.145196092,0,0
8368,10514,3520097,85716,1927,1,100,114.5,3.2,1.1,10174900.5,110076.7,1111322.5,315108.7,101.7424207,40.651617,-73.965144,14,40,50804,11.35879478,11.49855267,6.292309606,3.794018727,0,0
9266,11578,2630959,97440,1951,1,100,71.5,1.5,0.7,3301774.3,35327.6,250213.2,73333.3,101.7424207,40.584931,-73.96866,13,47,37401,11.48699208,10.81376021,5.16706908,3.794018727,0,0
4423,5029,3108411,223473,1962,1,100,67.1,4.5,0.6,11423338.9,125344.1,3560690.5,1015768.8,31.58,40.775509,-73.946102,8,5,14402,12.31704588,12.31704588,6.408034435,3.452524009,0,0
2001,2344,2663925,93180,1988,1,100,110.1,7.7,0,213785,2162.8,1813639.7,523225.2,101.7424207,40.749988,-73.980395,6,4,82,11.44228839,11.12548199,2.433613355,3.794018727,0,0
5137,5986,2789677,55146,1920,1,100,83,4.6,0,230919,2334.4,1048709.9,295462.8,90.45,40.843219,-73.941797,12,10,253,10.91773949,11.07189017,5.74748033,4.504797212,0,0
6975,8399,2847683,75000,1959,1,100,72.3,3.4,0,397900,4062.7,1013278.8,296975,101.7424207,40.856966,-73.855669,11,13,288,11.22524339,11.37939407,5.968451773,3.794018727,0,0
7092,8536,4023956,167000,1965,2,100,103.2,4.7,0.478642298,6299575.527,66944.70117,2887282.6,827528,58.11,40.879075,-73.867634,12,12,378,12.02574909,12.07254125,7.041061646,4.062337766,0,0
6543,7879,2667400,51060,1955,1,100,106.8,3.6,0.1,437567.7,4375.7,738422.5,211477.5,33.23,40.8688,-73.88937,7,15,40501,10.84075669,10.99490737,6.012002198,3.503453082,0,0
5869,6956,2946930,61200,1920,1,100,92,5.8,0.8,4389962.4,47202,1238807.2,353300.8,43.18,40.816158,-73.897723,2,8,85,11.02190247,11.02190247,5.451896454,3.765377425,0,0
333,343,5034754,273771,1950,3,100,55.9,5.2,0,57154.4,571.5,4863727,1425476.7,118.94,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.52004727,12.52004727,6.650279049,4.778619164,1,0
1207,7807,3538159,70300,1941,1,100,20,4.3,0.1,410463.6,4104.6,1209653.7,345188.9,66.73,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.16052708,11.30243897,3.08190997,4.200654627,0,0
3055,3538,2665504,73987,1925,1,100,75,4.3,0,75403,754,1190265.8,336920.5,28.54,40.79106,-73.97628,7,6,175,11.21164468,11.27226692,5.864766894,3.351306612,0,0
8694,10885,4412242,50160,1934,1,100,95.4,4.2,0.9,4241800.1,45142.1,781631.2,222889.1,51.52,40.631717,-73.988377,12,44,236,10.82297318,10.87176334,5.417432847,3.941970082,0,0
2878,3343,4039491,51453,1911,1,100,73.4,4.3,0.6,3239931,35195.9,829746.1,237280.6,35.4,40.782617,-73.977042,7,6,165,10.84842405,10.92361564,5.148075703,3.56671182,0,0
1630,1943,3539832,351552,1910,1,100,75.5,16.6,0,12774,127.7,16347199,4791089.4,16.34,40.737696,-73.992397,5,3,54,12.77011292,12.55559507,6.004380772,2.793616089,0,0
4264,4856,2679656,166596,1926,1,100,65,6.2,0.5,8678587.1,94835.3,4314498.3,1230002.4,31.65,40.783807,-73.954541,8,4,15801,12.023327,12.18075484,6.133398043,3.454738149,0,0
4144,4726,2386538,364623,1973,1,100,75.2,7.5,0.5,15153497.5,164771.6,8437177.7,2368520.7,38.99,40.782589,-73.956954,8,4,15002,12.80661922,12.65482391,6.690718046,3.663305203,0,0
1786,2110,3211731,62135,1924,1,100,109.2,14.5,0.1,651455,6583.4,3236307.1,948507.2,101.7424207,40.749934,-73.984094,5,4,84,11.03706472,11.08585871,5.630135934,3.794018727,0,0
2697,3148,3523018,75240,1914,1,100,15.4,3.8,0,181000,1896.5,1147274.8,328423.8,32.96,40.782466,-73.976728,7,6,165,11.22843828,11.36820023,2.261763098,3.495294705,0,0
3083,3568,4046391,103750,1898,1,95,158.6,25.7,0.1,1076919.3,11232.9,8268284.3,2374963,84.56,40.754814,-73.981935,5,4,96,11.54973944,11.43388226,6.104123365,4.437461342,0,0
6981,8405,2809986,75133,1936,1,100,91.6,4.1,0.1,412193,4121.9,1091561.4,310518.5,101.7424207,40.85566,-73.869871,11,13,22401,11.22701516,11.22701516,6.043345169,3.794018727,0,0
1988,2330,4046701,71043,1980,1,90,153.3,22.4,0,92564.5,925.6,4684578.8,1328563.5,79.99,40.749878,-73.981406,6,4,82,11.17104061,10.99204951,5.777961873,4.381901627,0,0
3050,3533,2797678,87129,1930,1,100,49.2,4,0,150484.4,1534.7,1214500.9,347950.8,27.01,40.791033,-73.97918,7,6,175,11.37514506,11.37514506,5.428906936,3.296207168,0,0
7712,9406,4411859,65046,1900,1,100,23.4,4.3,0.1,568600,6036.5,951366,278829.4,101.7424207,40.675154,-73.949208,8,36,31701,11.08284999,11.08284999,3.407841924,3.794018727,0,0
10354,13000,4043318,180834,2009,1,100,52.5,3.6,0.4,6983333.6,77884.3,2339906.3,648069,26.94,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.10533476,12.0881446,5.915932484,3.293612171,1,0
2248,2627,2796233,142260,1962,1,100,70.6,6.4,0.5,6962247.2,75060.7,3411917.9,963078,34.25,40.744226,-73.974583,6,2,70,11.86541165,11.8493977,5.969474529,3.533686565,0,0
2896,3366,4409016,66614,1925,1,100,99.1,4.5,0,142051.5,1420.5,1031308,299377.8,31.64,40.787167,-73.973808,7,6,169,11.10667004,11.10667004,6.016888599,3.454422143,0,0
7468,9035,5783865,78096,1903,1,0,35.9,2.6,0.3,2152583.4,23864.5,737110.3,216034.6,5.29,40.697384,-73.996754,2,33,301,11.26569412,11.32659589,4.797442074,1.665818246,0,0
2240,2619,2810880,127144,1972,1,100,107.4,9.5,0.1,1488083.7,15025.4,4520900,1276317.9,80.78,40.740246,-73.976104,6,2,66,11.75307558,11.76265642,4.369447852,4.39172941,0,0
6508,7841,2669115,96250,1950,1,100,53.5,2.6,0.4,4254527.2,42545.3,894401.9,249223.2,29.85,40.870405,-73.88313,7,11,415,11.47470425,11.47470425,5.420534999,3.39618484,0,0
7467,9034,2655089,75120,1924,1,100,55.6,2.9,0.5,3685799.6,40216.5,813523.1,234115.9,23.4,40.696574,-73.997032,2,33,301,11.22684211,11.30094438,5.27709373,3.152736022,0,0
1001,1218,2722015,139566,1959,1,100,107.7,6.6,0.2,2294178.8,22941.8,3403114.3,986557,50.53,40.73169,-73.993144,2,2,59,11.84629289,11.91082872,6.790097236,3.922567219,0,0
6056,7194,5870893,62711,2013,1,100,47.3,3.8,0.4,2156110.1,22898.7,871272.3,243281.3,101.7424207,40.85032,-73.912534,5,14,217,11.04629215,11.06609134,4.740574823,3.794018727,0,0
21,24,2806486,163156.8465,1911,2,100,68,6.1,0.5,8786386.9,98264.5,4013954.9,1156269.9,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.62058484,12.15354701,6.163314804,3.794018727,0,0
5369,6258,2797964,63145,1930,1,100,88.2,3.4,0.7,4690256.4,46902.6,744628.1,211982.1,122.9,40.857399,-73.933354,12,10,279,11.05318895,11.05318895,5.557214088,4.811371017,0,0
3754,4295,2667275,184500,1960,1,100,85.9,7.6,0,255250,2582.3,5080863.1,1489115.6,101.7424207,40.763132,-73.967515,8,4,11402,12.12540474,12.1798878,2.610069793,3.794018727,0,0
7930,9768,4563784,156000,1942,1,100,184.5,6.3,1.8,25300343.7,277199,3475497.1,978334.2,101.7424207,40.697156,-73.977443,2,35,211,11.95761129,11.95761129,7.2032567,3.794018727,0,0
4872,5633,4517390,104187,1926,1,100,13,3.2,0,261200,2612,1435431.7,420700.9,101.7424207,40.814468,-73.953043,9,9,21303,11.55394264,11.77924344,2.63188884,3.794018727,0,0
1890,2226,1422300,524937,1972,1,80,115.4,13,0,1047183.1,10471.8,23415562.5,6862708,14.22,40.742452,-73.986817,5,2,56,13.17103353,13.1589325,4.018183201,2.654649424,0,0
7702,9392,4618487,55200,1905,2,100,72,3.2,0.7,3377086.2,37132.4,595720.3,174595.6,57.11,40.677779,-73.951895,8,36,315,10.91871823,10.91871823,5.18961795,4.044979233,0,0
7893,9711,2742022,57366,1926,1,100,89.1,5,0.8,4793299.9,52299.9,1172666,337179.2,101.7424207,40.690223,-73.966238,2,35,195,10.95720707,11.11135775,5.539693686,3.794018727,0,0
6482,7811,3379558,69043,1928,1,100,58.6,3.9,0,305755.2,3057.6,1022228.5,292837.9,101.7424207,40.88353,-73.897677,8,11,279,11.14248478,11.23765933,5.512621969,3.794018727,0,0
4929,5714,3433036,64885,1927,1,100,84.8,5,0.7,4815910.2,52908.4,1237636.3,355619.1,135.33,40.817599,-73.941227,10,9,230,11.08037175,11.17567493,5.544395889,4.90771624,0,0
9358,11693,2677898,79500,1956,1,100,80.3,5.3,0.7,4884916.3,52276.8,1475314.7,423041,101.7424207,40.590858,-73.937156,15,48,626,11.2835123,11.28033745,5.558756703,3.794018727,0,0
6326,7614,4922140,53900,1935,1,100,92.8,1.1,0.1,513918.5,5137.9,207241.3,58349.8,101.7424207,40.863287,-73.902893,7,14,265,10.89488576,10.89488576,5.856503562,3.794018727,0,0
3261,3758,2809266,134039,1928,1,100,90.9,15.4,0.478642298,6299575.527,66944.70117,7766615.3,2237570.5,24.97,40.759467,-73.974407,5,4,102,11.80588608,11.71643268,5.583766874,3.217675104,0,0
10063,12649,5871141,73900,1953,1,100,10.1,6.732861157,0.478642298,427332.4,66944.70117,317345.9,1381668.643,74.41,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.21046811,11.21046811,3.122364924,4.309590341,1,0
5596,6592,5090198,74594,1929,1,100,103.5,5.5,0.1,407200,4127.7,1410885.8,413506.9,101.7424207,40.83095,-73.919327,4,16,18102,11.21981535,11.21981535,6.143971019,3.794018727,0,0
3471,3985,2750244,336543,1955,1,100,100.1,5.7,0.8,23564155,235641.5,5928130.2,1673704.9,101.7424207,40.747985,-73.971265,6,4,88,12.72648121,12.59318028,7.132178012,3.794018727,0,0
9961,12520,4952704,65000,1939,1,100,69,3.1,0.6,4138942.4,44886.3,819632.3,234209.8,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.08214255,11.23628883,5.481888143,3.794018727,1,0
10112,12704,2729950,313120,1958,1,100,111,4.6,1,31120999.3,330342.2,5366219.5,1516443.2,99.32,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.65434178,12.70313195,7.410347098,4.598346961,1,0
8314,10450,4393256,50781,1927,1,100,99.7,5.3,0.9,4146870.6,43695.9,926403,271513.1,101.7424207,40.635134,-73.947883,17,45,786,10.83527755,10.8370483,5.394990254,3.794018727,0,0
1194,1447,5835178,53455,2004,1,100,67,8.2,0.4,2059000.2,22779.2,1520165.5,438816.6,16.29,40.748175,-74.003829,4,3,99,10.88659546,10.88659546,4.69501089,2.790551423,0,0
2153,2516,4414279,58000,1960,1,100,78.5,6.6,0.478642298,6299575.527,66944.70117,1352949.9,396526.9,100.67,40.734072,-73.986599,6,2,48,10.96819829,11.00209984,5.532994154,4.611847841,0,0
7442,8986,3540238,293308,2007,1,100,67.2,6,0.5,14050296.5,152254,6458961.4,1832142.2,29.59,40.689165,-73.986503,2,33,37,12.58897853,12.61000992,6.615127664,3.387436466,0,0
11142,13996,2795996,107988,1949,68,100,180.2,4.8,0.478642298,17125175.1,66944.70117,1753309.7,513865.6,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.58977539,11.58977539,6.859300059,3.794018727,1,0
2275,2666,4098176,217855,1918,1,40,27.9,8.2,0.478642298,6299575.527,66944.70117,6448291.5,1889885.9,19.2,40.755278,-73.985172,5,4,113,12.29158498,12.35005177,5.583766874,2.954910279,0,0
667,756,4495647,137500,1990,1,100,35.8,8.7,0.1,739700,7397,4428400.9,1260389.7,66.07,40.717849,-74.003182,1,1,31,11.8313792,11.88016936,3.671224519,4.190714786,0,0
11433,14425,2814054,81091,1962,1,100,88.7,6.732861157,0.478642298,5133175.6,66944.70117,1115637.5,1381668.643,62.62,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.30332726,11.1953476,5.66296048,4.137084716,1,0
6537,7872,4768195,76479,1941,1,100,95,5.6,0.2,1586900,15869,1706443.5,500129.9,101.7424207,40.863759,-73.894251,7,15,39901,11.24477147,11.39891655,6.161840033,3.794018727,0,0
1990,2332,2674172,105231,1995,1,100,159.3,13.6,0.2,1671189.9,16711.9,4935190.6,1429936.5,93.9,40.749461,-73.979619,6,4,82,11.56391321,11.56391321,4.48638665,4.542230386,0,0
8614,10787,2790507,129767,2006,1,100,55.7,7.5,0.3,2783711,29952,2413019.2,701017.2,41.97,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.77349581,11.44312512,4.99653637,3.736955077,0,0
8611,10782,5721195,77400,1935,1,100,62.1,3,0.5,4510200.2,48380.8,962975.6,275164.8,87.79,40.647953,-73.974681,7,39,504,11.25674206,11.41089274,5.520660598,4.474947599,0,0
1245,1508,2669081,97867,1929,1,100,92,6.3,0.8,6866074,76630.4,2140918.2,612325.7,43.2,40.754321,-73.998517,4,3,111,11.49136469,11.49126251,5.899075098,3.765840495,0,0
4375,4976,4413834,86612,1959,1,100,92.8,5.2,0,170234.8,1738.4,1575048.4,443729,35.14,40.775856,-73.949048,8,5,14401,11.36919365,11.36210258,6.170865175,3.559340083,0,0
10722,13427,5837686,50460,1920,1,100,147.3,2.1,0.478642298,6299575.527,66944.70117,438416,125790.9,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,10.82893622,11.01125778,6.444449171,3.794018727,1,0
11112,13939,4768285,113430,1985,37,100,22.9,2.1,0.2,1853500.1,20139.6,870483.1,255124,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.63894119,11.68687877,4.589040804,3.794018727,1,0
10859,13622,2709443,89180,1988,1,100,86.9,5.3,0.7,7588499.9,82233.6,1969850,577329.9,43.34,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.39841208,11.3655617,5.99918467,3.769075996,1,0
953,1160,3315314,57729,1895,1,100,31.2,5.8,0.478642298,6299575.527,66944.70117,1424233.4,423598.1,33.45,40.728789,-73.992344,2,2,57,10.96351493,11.20504069,4.166665224,3.510051787,0,0
7485,9055,5802736,829576,1928,1,95,75.2,8.9,0.478642298,34222338.2,66944.70117,23903519.5,6902585.4,101.7424207,40.693398,-73.999488,2,33,7,13.62867001,13.55826845,7.505327245,3.794018727,0,0
1788,2113,2640858,52200,1910,1,100,59.3,9,0,104542.4,1200.6,1868815.7,532562.8,22.96,40.750639,-73.983899,5,4,84,10.86283777,10.98374916,4.774068722,3.133753571,0,0
1816,2144,4845118,51000,1912,1,100,74.7,9.2,0,599.5,6,1627282.6,467893.4,9.33,40.752118,-73.983531,5,4,84,10.83958091,10.83958091,5.088213429,2.233235015,0,0
3278,3776,2306542,272532,1970,1,85,82.2,17.1,0.478642298,6299575.527,66944.70117,16891556.4,4838904.2,14.58,40.761081,-73.973797,5,4,102,12.51551132,12.51139693,5.583766874,2.679650727,0,0
8981,11244,3129145,52800,1953,1,100,87.9,6.732861157,0.478642298,3868330.9,66944.70117,837272.6,1381668.643,74.46,40.62223,-73.970094,12,44,452,10.87426647,10.87426647,5.371567828,4.310262068,0,0
5108,5952,4926246,53034,1918,1,100,126.7,4.3,0.1,342591,3425.9,810097.5,228012.2,95.28,40.838192,-73.945014,12,7,247,10.8786885,10.87887704,6.081762185,4.556819925,0,0
279,287,4924576,163156.8465,1952,2,100,122.7,5,1.1,7571401.6,82657.9,1263577.4,359173.4,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.62058484,11.1846436,5.996949477,3.794018727,0,0
8507,10669,2612583,176680,1959,1,100,68.6,4.1,0.6,9657260.9,103675.7,2463280.9,721946.2,101.7424207,40.639546,-73.966015,14,40,526,12.08209547,12.08203886,6.240080894,3.794018727,0,0
9244,11552,3999704,123377,2009,1,100,69.9,9.5,0.4,2958099.8,31806.3,2564233.4,751533.7,20.62,40.597404,-73.969313,15,47,396,11.72299999,11.27720313,5.056882545,3.026261479,0,0
2552,2991,2961388,103788,1940,1,100,78.4,15.2,0,3111.8,35.2,6600667.2,1934544.7,14.4,40.766019,-73.994932,4,3,135,11.55010564,11.75272946,5.521060838,2.667228207,0,0
6698,8047,5947771,55000,1925,1,100,87.2,4.8,0.7,3853322.2,40614,940305.7,263913.5,101.7424207,40.879338,-73.874931,7,11,423,10.91508846,10.91508846,5.321545493,3.794018727,0,0
5135,5984,3527061,64998,1915,1,100,26.6,8.2,0.478642298,6299575.527,66944.70117,1895823.9,584964.9,100.5,40.841843,-73.939741,12,10,251,11.08211178,11.15450614,5.583766874,4.610157727,0,0
9976,12535,3490685,53502,1929,1,100,6.8,0.9,0,187500,1875,174520.4,48089.3,109.34,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,10.88747432,10.88743693,2.302585093,4.694462293,1,0
1888,2222,4923262,1630256,1929,1,100,90.2,21,0,2797200.2,27972,164946398.6,48343018.3,19.62,40.741617,-73.987449,5,2,56,14.30424762,14.64841968,5.001258132,2.976549454,0,0
2538,2971,3127494,472000,1974,1,100,85.8,6.732861157,0.478642298,29006447.9,66944.70117,12626330.2,1381668.643,101.7424207,40.768473,-73.992726,4,6,135,13.06473426,13.03697541,7.339992138,3.794018727,0,0
6923,8337,3252579,54000,1929,1,100,132.9,5.6,0.1,557655.1,5576.6,985552.5,282003.7,87.02,40.848501,-73.831416,10,13,26601,10.89673933,10.82476583,6.031406154,4.466137977,0,0
5608,6605,4926085,69120,1939,1,100,103.7,4.6,0.7,5114657.3,51146.6,1104102.1,316112,129.14,40.822742,-73.924717,4,17,5902,11.1435994,11.1435994,5.838895948,4.860897087,0,0
5013,5824,2968741,65240,1924,1,100,44.9,3.3,0,168500,1736.1,816607.6,230438.9,101.7424207,40.824691,-73.952291,9,7,225,11.08582806,11.15625052,5.144583267,3.794018727,0,0
9584,11995,4412264,60174,2008,1,100,94.7,8.8,0.7,4400322.4,48683.8,2114846.2,605796.5,57.53,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.00499564,11.13935139,5.454038242,4.052306551,1,0
6709,8059,2609529,56500,1926,1,100,108,7.3,0.8,4339956.7,43399.6,1447833.8,415458.7,78.71,40.881313,-73.878395,7,11,431,10.94199592,10.94291585,5.540086382,4.365770212,0,0
4250,4841,4407794,199625,1930,1,100,55.3,4.7,0.4,8188885.1,90692.8,3459017.3,990448.8,101.7424207,40.781925,-73.955915,8,4,14802,12.20419589,12.25826179,6.075346031,3.794018727,0,0
9076,11352,3350388,77224,1926,1,100,72.6,2.5,0.6,5434543,57607.8,782472.1,224201.7,70.81,40.624161,-73.956105,14,45,762,11.25446557,11.39423202,5.723258251,4.260000234,0,0
5806,6847,4926032,59240,1927,1,100,114.3,7.3,1,5300343.3,57284.7,1468684.6,430446.8,101.7424207,40.812269,-73.903643,2,8,83,10.98935227,10.98935227,5.640132448,3.794018727,0,0
3362,3867,2290301,1835280,1976,1,100,129,16.6,0.478642298,6299575.527,66944.70117,95310614.8,27933940,17.73,40.758019,-73.969174,6,4,100,14.42270762,14.25269782,5.583766874,2.87525812,0,0
1100,1337,2812776,108764,1912,1,100,59.6,12.9,0.2,1808497.5,21288.2,5410226.4,1562883,15.75,40.730902,-74.008966,2,3,69,11.59693568,11.60047836,4.565389316,2.756840365,0,0
5632,6631,4859877,107841,1928,1,100,77.9,3.5,0.478642298,6299575.527,66944.70117,1314599.2,375752.4,101.7424207,40.832087,-73.919753,4,16,18102,11.5884132,11.5884132,6.280021237,3.794018727,0,0
5689,6694,4406348,68800,1929,1,100,92.7,5.1,0.8,5141392.7,55418.4,1235014.2,353618.4,126.84,40.823372,-73.927383,4,8,63,11.13895902,11.13895902,5.609838028,4.84292645,0,0
10219,12845,2686032,72000,1964,1,100,104.5,5.4,0.9,5656872.9,60908.8,1239194.1,354089.9,91.97,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.1844214,11.09741002,5.705447754,4.521462437,1,0
8551,10715,5802579,76416,1962,1,100,71.7,4,0.6,4514064.6,49289.1,1130422.2,318080.1,101.7424207,40.640357,-73.952329,17,45,790,11.24394738,11.27350008,5.479805243,3.794018727,0,0
7334,8836,2669092,80000,1962,1,100,67.7,3.5,0.6,4434993.7,48809.2,980057,277713.1,27.06,40.912869,-73.902473,8,11,337,11.28978191,11.28978191,5.462135452,3.298056623,0,0
3246,3742,1454367,815240,1980,1,100,181.7,11.7,0.9,82529240,825292.4,36348037.5,10416473.9,73.14,40.758114,-73.975393,5,4,102,13.61123783,13.70318137,8.385602771,4.292375413,0,0
6378,7684,4835869,86742,1930,1,100,78.5,3.6,0.2,2177300,21773,1146032.8,328137.5,101.7424207,40.861218,-73.910079,7,14,257,11.37069347,11.41949352,5.989713014,3.794018727,0,0
9004,11269,2846393,50400,1931,1,100,77.3,3.3,0.7,3313300,33133,582462.5,165418.4,51.3,40.609478,-73.984776,11,44,430,10.82774645,10.82774645,5.170483995,3.937690752,0,0
9405,11752,5705859,52360,1922,1,100,78.1,0.7,0.8,4959199.9,53023.2,149616.7,43035.9,77.39,40.624021,-73.956059,14,45,762,10.86589822,11.08904177,5.573673789,4.348857573,0,0
1499,1798,2637898,127000,1910,1,100,64.9,6.2,0.5,5455116.6,59008.3,2781431.9,791945.1,41.27,40.74349,-73.994211,4,3,91,11.75194237,11.75194237,5.668845905,3.720135844,0,0
10194,12798,2726158,85585,1940,1,100,81.1,4.1,0.7,5344300.4,59855,1235579.5,350979.2,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.35726531,11.36210258,5.746841964,3.794018727,1,0
10882,13647,4939980,102023,1963,1,100,89.8,3.4,0.8,8293799.9,88786.2,1324582.8,367974.2,108.95,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.53295356,11.58174232,6.087910445,4.690889061,1,0
4956,5756,4412186,186614,2005,1,100,76.8,5.9,0.6,9289918,101358,3451417.8,973841.9,39.96,40.824731,-73.941813,10,9,259,12.13679759,11.97438646,6.201320204,3.687878954,0,0
1843,2173,4898932,71985,1908,1,100,44,0.9,0.478642298,6299575.527,66944.70117,227412.8,65799.9,17.26,40.738165,-73.992032,5,2,52,11.18421304,11.18414358,5.384036242,2.848391686,0,0
10549,13232,2816039,190400,1948,1,100,41.5,4.4,0.3,4971299.9,49713,2935626.8,832499,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.1568824,12.1568824,5.575949103,3.794018727,1,0
8109,10040,3553081,80000,1946,1,100,12.7,3,0,195316.1,1953.2,818470.8,239880,101.7424207,40.706236,-73.933545,1,34,453,11.28978191,11.28978191,2.341805806,3.794018727,0,0
11442,14447,5869726,202489,1964,2,100,55,2.8,0.5,9134166.2,97589.1,1983942.9,569079.5,42.41,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.21844084,12.21602298,6.184561177,3.747384183,1,0
7943,9790,2677895,325000,1957,1,100,105.2,3.8,1,30317917,334552.2,4362845.8,1254542,101.7424207,40.692789,-73.977718,2,35,31,12.69158046,12.70577766,7.384175776,3.794018727,0,0
2407,2813,2669073,64757,1903,1,100,80.2,5.6,0,113268,1132.7,1251486.2,362443.6,35.37,40.763701,-73.981665,5,4,137,11.07839708,11.07824265,5.684599655,3.565864003,0,0
3056,3539,3527515,51925,1989,1,100,92.5,4.3,0.2,1096450,12338.5,841135.5,234392.3,101.7424207,40.791301,-73.976103,7,6,175,10.85755565,10.91583364,5.677096209,3.794018727,0,0
5516,6478,4043062,119770,2009,1,100,82.6,10.5,0.5,5167486.4,55397.1,3974844.2,1164960,66.8,40.821382,-73.911737,1,17,71,11.69332852,11.61413638,5.614951261,4.201703081,0,0
9104,11383,5802586,53052,1927,1,100,74.8,3,0.7,3520217,38004.6,569072.5,162791.2,93.99,40.616648,-73.954695,14,48,538,10.87902784,10.9085947,5.231108617,4.543188394,0,0
2156,2519,2682648,250220,1973,1,100,89.4,7.3,0,769076.5,7815.8,6887133.1,1958771.8,101.7424207,40.735494,-73.985563,6,2,48,12.43009581,12.35112492,3.708682081,3.794018727,0,0
11548,14629,2559044,322584,1952,3,100,59.9,0.6,0.6,19612801.8,212894.6,677336.6,198516,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.68411885,12.73290842,6.948609273,3.794018727,1,0
11581,14682,2810295,69504,1954,1,100,79,6.732861157,0.7,4556981.1,48773.9,728284.7,1381668.643,26.07,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.14913958,11.14909642,5.550631295,3.260785228,1,0
5877,6968,4000381,94916,1985,1,100,60.8,4.2,0.5,5306671.5,58663.4,1656868.3,479037.8,50.17,40.818913,-73.89355,2,17,89,11.46074757,11.53435422,5.641552398,3.915417238,0,0
5918,7030,3095825,61560,1953,1,100,26.3,4.4,0.1,494800,5026.7,1099206.5,315200.5,108.64,40.848323,-73.906995,5,15,23302,11.02776759,11.18191827,3.877431561,4.688039664,0,0
1584,1898,2681119,180704,1925,1,100,33.7,5.3,0.2,5383545.3,63332.9,6779631.1,1915625.4,6.3,40.752608,-73.989443,5,3,109,12.10461561,12.78337678,5.655642099,1.840549633,0,0
2815,3278,4950927,95992,1925,1,100,60.7,4.9,0,173950.2,1800.5,1625742.5,471167.8,101.7424207,40.783869,-73.982133,7,6,167,11.47202013,11.47202013,5.744924418,3.794018727,0,0
9737,12209,2791005,83750,1925,1,100,62,7.4,0.4,2899623.3,33862.7,2060507.7,591085.5,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.33559145,11.28978191,5.036952602,3.794018727,1,0
6122,7268,4926023,68870,1923,1,100,110,5.6,1,6212068.6,66432,1362209.4,384193.9,82.33,40.85397,-73.914792,5,14,24501,11.13997595,11.13997595,5.799092654,4.410735561,0,0
