index,Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,log_DOF Gross Floor Area,log_Largest Property Use Type - Gross Floor Area (ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island
6443,7763,4926030,76860,1923,1,100,145.4,3.5,1.4,10219179.1,109843.8,952668.8,271976.3,131.77,40.871419,-73.902443,8,14,273,11.24974086,11.24974086,6.296740928,4.881057979,0,0
6416,7732,5866318,53500,1927,1,100,66.1,0.6,0.6,3996001,39960,130645.5,38290,101.7424207,40.871918,-73.902287,8,14,26702,10.88743693,11.04159295,5.357529226,3.794018727,0,0
6075,7215,3109624,82161,2006,1,100,82.1,6.732861157,0.478642298,5223628.9,66944.70117,1644356.4,1381668.643,88.09,40.84126,-73.920739,4,16,21302,11.31643602,11.31643602,5.625820933,4.478359019,0,0
7018,8442,5857980,153804,1964,1,100,65,6.9,0.1,1295715.1,13161.5,3777295.9,1058768.6,100.83,40.854146,-73.859861,11,13,248,11.94343434,11.94343434,6.084727178,4.61343593,0,0
11286,14222,4040495,146508,1953,1,100,59.9,2,0.5,7963306.6,82443.2,1076699.8,308441.4,51.03,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.89483531,11.92439253,6.047372179,3.932413695,1,0
3547,4067,3956193,108558,1961,1,100,69.7,5.4,0.2,2493799.9,24938,2273224.6,634646.7,101.7424207,40.759497,-73.963672,6,5,108,11.59503987,11.66914258,4.886582645,3.794018727,0,0
4904,5685,4907222,65172,1926,1,100,72.5,4.3,0.6,3732900,40901.8,989793.9,281696.1,50.17,40.813557,-73.961139,9,7,211,11.08478521,11.08478521,5.289781036,3.915417238,0,0
6371,7678,2558922,202600,1952,1,100,80.1,5.3,0.7,11351300.2,124516.9,3465356.7,982185.4,89.94,40.856718,-73.916187,5,14,247,12.21898887,12.1281111,6.401751345,4.499142781,0,0
11279,14215,2794441,67000,1959,1,100,79.8,4.2,0.7,4356100,46220.9,985153.6,280383.1,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.1124479,11.1111336,5.444147815,3.794018727,1,0
6623,7960,3155504,54000,1923,1,100,77.5,3.7,0.478642298,6299575.527,66944.70117,797819.8,222495.7,101.7424207,40.870974,-73.889601,7,14,40701,10.89673933,10.99204951,5.642970335,3.794018727,0,0
2062,2414,4405692,150340,1987,1,100,91.3,10.3,0.6,8545311.8,94648.3,5731930.5,1614202.5,101.7424207,40.74044,-73.984302,5,2,68,11.92065467,11.92662326,6.117876909,3.794018727,0,0
3115,3605,2630626,85952,1927,1,100,76.6,13.9,0,35821.5,390.3,4924258.5,1413520.3,40.71,40.75722,-73.979877,5,4,96,11.36154428,11.52704531,5.364573162,3.706473763,0,0
5173,6030,4897362,57990,1930,1,95,88.9,4.3,0.8,4298000,46898.7,857162.7,251220,107.09,40.844732,-73.938651,12,10,263,10.96802586,10.96802586,5.430660554,4.673669602,0,0
10405,13056,4408031,141656,1957,1,100,73.5,4.4,0.6,8074435.1,87281.6,2299944.9,658202.3,48.51,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.86115686,11.90994837,6.152307072,3.881769962,1,0
2588,3032,2737842,60702,1986,1,100,96.6,13.4,0.6,2843946.5,31898.2,2501103.6,738976.5,101.7424207,40.772764,-73.979572,7,6,149,11.01373193,10.88809092,5.017941869,3.794018727,0,0
517,558,4408813,566858,1973,1,95,174.1,16.1,0.478642298,6299575.527,66944.70117,31541722,9099545,101.7424207,40.70536,-74.00629,1,1,7,13.24786411,13.21611598,5.583766874,3.794018727,0,0
10417,13068,2726046,64032,1940,1,100,72.5,3.1,0.7,4333531.4,47312.3,775403,218308.2,28.64,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.06713824,11.16244558,5.438948496,3.354804342,1,0
5254,6137,3135844,51070,1927,1,100,127.1,5,0,157438.3,1574.2,895423.7,254334.4,111.61,40.862563,-73.926509,12,10,285,10.84095252,10.84095252,6.035242169,4.715010652,0,0
11029,13814,2961934,160200,1954,1,100,2.1,0.5,0,51400,514,260332.2,79439,8.22,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.98417831,11.91839057,0.993251773,2.106570209,1,0
2486,2906,5832569,64662,1988,1,100,44.6,0.5,0.4,2969999.9,29700,119331.3,36197.1,101.7424207,40.758534,-73.994802,4,3,115,11.07692898,11.14592598,5.061328408,3.794018727,0,0
5888,6986,2812924,93600,1930,1,100,44.2,2.9,0.4,3212923.9,34304.5,922168,270272,101.7424207,40.823682,-73.889517,2,17,119,11.44678566,11.44678566,5.13990763,3.794018727,0,0
1590,1904,5039583,95989,1926,1,95,56.3,11.3,0.478642298,6299575.527,66944.70117,4072749.7,1158907.1,101.7424207,40.751394,-73.986635,5,4,109,11.47198888,11.5359093,5.583766874,3.794018727,0,0
4981,5784,2658179,87872,1951,1,100,63.7,3.8,0.5,4636958.9,50300,1237351.9,349466.1,55.36,40.827328,-73.944253,9,9,231,11.38363649,11.43243099,5.506550305,4.013857311,0,0
8539,10702,4370752,56844,1915,1,100,73.2,3.8,0.6,3439399.8,36881.3,803116.6,230021.1,101.7424207,40.640292,-73.956732,14,40,51602,10.94806595,10.99949646,5.26217192,3.794018727,0,0
8274,10402,4617420,120648,1955,1,100,105.1,4.6,0.9,10803058.9,114256.6,1881486.2,551432,118.95,40.659789,-73.939693,9,41,87401,11.70063249,11.70064907,6.352280904,4.778703237,0,0
690,783,4401437,63996,1985,1,100,101.5,12,0.1,555587.5,5680,2657785.4,767869.9,85.74,40.719246,-74.006313,1,1,33,11.06657586,10.99366436,5.617861412,4.451319461,0,0
3488,4005,2806367,387094,1977,1,100,87.3,6.7,0.7,23776326.2,259898.5,9264988,2601256.6,46.72,40.751583,-73.970383,6,4,90,12.86642284,12.79839899,7.184098307,3.844172339,0,0
7618,9278,2804466,54488,2007,1,100,64,6.6,0.4,2416509.6,24165.1,1403801.3,396075,36.86,40.665151,-73.990221,7,39,141,10.90573577,10.99691978,4.855150391,3.607126952,0,0
4871,5632,4956831,76672,1912,1,10,1.6,0.5,0.478642298,6299575.527,66944.70117,159770.1,46825.9,101.7424207,40.813648,-73.955269,9,7,21303,11.24729186,11.50636399,5.583766874,3.794018727,0,0
3680,4212,4932827,111567,1913,1,100,62.5,12.1,0.2,2217126.8,23407.5,4335047.3,1272451.3,18.37,40.769624,-73.96823,8,4,122,11.62238059,11.49288601,4.768988271,2.910718899,0,0
1346,1628,4040431,50795,2002,1,100,55.3,15.6,0,30259.4,302.6,2860923,816312.5,27.79,40.741967,-73.998181,4,3,87,10.8355532,10.86500019,0.470003629,3.324676244,0,0
11288,14224,4908315,174240,1956,1,100,100.1,5.1,0.8,13956238.8,148782.3,3100461.5,891680.6,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.06818894,12.07391174,6.655569042,3.794018727,1,0
9632,12068,4407516,72000,1942,1,100,100.9,5,0.8,6096588,60965.9,1331351.9,381744.9,88.87,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.1844214,11.24269031,5.84151337,4.487174628,1,0
735,846,4041424,60000,1865,1,100,139.8,40.6,0,77270,943.3,9011907.9,2641238.8,23.67,40.720484,-74.000974,2,1,47,11.00209984,10.59663473,1.410986974,3.164208424,0,0
6087,7230,3109206,57100,1929,1,100,99.4,6.732861157,0.478642298,5279176.7,66944.70117,1091784.6,1381668.643,95.18,40.843947,-73.920692,4,16,21302,10.9525594,10.9525594,5.636217155,4.555769836,0,0
5124,5969,3513214,71730,1950,1,100,113.4,7.2,0.3,1927522.5,19531.7,1810795.5,514489.6,97.77,40.837406,-73.942441,12,7,245,11.18066435,11.18066435,6.070968648,4.582617782,0,0
3820,4369,4040445,177975,1958,1,100,53.6,5.8,0.1,1760375.7,17603.8,3700502,1057236.3,53.84,40.770533,-73.960049,8,4,128,12.08939837,12.11895581,6.046899254,3.986016685,0,0
10119,12712,2672490,57000,1939,1,100,95.4,4.6,0.8,4401128.6,47580.7,982228.5,275235.7,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,10.95080655,10.99002726,5.538121359,3.794018727,1,0
4541,5215,2745650,138050,2002,1,100,84.4,5.3,0.7,9097600,99208.3,2555598.2,725068.3,101.7424207,40.801821,-73.943494,11,9,184,11.83537122,11.83537122,6.180430647,3.794018727,0,0
2081,2438,2718922,109012,1927,1,100,76.1,5.6,0.6,6226952.9,68852.6,2138860,614401,29.74,40.744082,-73.983515,5,2,72,11.59921325,11.60823564,5.80121162,3.392492941,0,0
4121,4703,3500485,86553,1930,1,100,89.1,7.1,0,122209.1,1222.1,2263855.9,648070.4,31.02,40.780685,-73.958378,8,4,15002,11.36851222,11.42257397,6.07212245,3.434632158,0,0
5851,6929,4043947,72000,2004,1,100,148.7,6.7,1.4,9296023.5,102194.8,1728302,498304.2,102.68,40.821979,-73.89999,2,17,12901,11.1844214,11.2139802,6.202130577,4.631617356,0,0
2607,3052,4952016,217198,1983,1,100,82.1,10.1,0.5,10857590.2,119588.9,8221055.4,2345769.7,33.58,40.773595,-73.979594,7,6,153,12.28856466,12.04140435,6.357322201,3.513930652,0,0
1783,2107,4924102,72984,1930,1,100,38,8.5,0.478642298,6299575.527,66944.70117,2123915.1,622483.8,12.62,40.750475,-73.985386,5,4,84,11.19799552,11.19813252,3.881563798,2.535282857,0,0
1480,1777,3530314,76651,1898,1,100,79,13.7,0.4,3448200,38475,5000627.4,1465599.9,13.2,40.740581,-73.994504,4,3,87,11.24701793,11.58003256,5.210578452,2.58021683,0,0
10854,13617,3114859,151000,1940,1,100,103.6,5,0.9,14503476.2,157862.6,2861009.3,838513.8,63.78,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.92503512,12.02939513,6.646780049,4.155439662,1,0
9810,12317,2771462,57000,1928,1,100,141.6,7.7,0.1,675664.8,6846.4,1532836,438862.2,141.1,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,10.95080655,10.93310697,6.16793569,4.949468859,1,0
1820,2147,1845637,115307,1913,1,100,102.7,17.2,0.1,802803.8,8028,7273251.1,2091148.4,24.16,40.752453,-73.982452,5,4,84,11.65535342,11.64071164,5.929323151,3.184698373,0,0
8797,11022,3520617,77430,1950,1,100,71.2,2.8,0.7,5464800.1,58951.6,874963,249101.1,52.1,40.633593,-74.023927,10,43,130,11.25712958,11.39688591,5.670914871,3.953164949,0,0
11508,14576,4405642,92956,1960,1,100,78,3.6,0.7,6107951.7,64920.9,1143460.2,335129,45.58,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.43988154,11.43988154,5.781977322,3.819469024,1,0
493,532,2802829,377214,1920,1,100,72.1,9.1,0.4,15674543.6,171726.8,11938886,3499086.9,101.7424207,40.70674,-74.010095,1,1,7,12.84056794,12.84056794,6.724553335,3.794018727,0,0
9054,11327,3114784,78000,1930,1,100,64.7,3.1,0.5,4402400,46971.8,927067.4,267591,73.7,40.629483,-73.963138,14,45,530,11.26446411,11.36882412,5.538514672,4.300002799,0,0
9188,11472,4403678,132000,1954,1,100,110.7,3.2,1.1,13137600.2,141392.9,1477701.9,425543.7,50.49,40.604584,-73.959395,15,48,556,11.7905572,11.7905572,6.547932529,3.921775297,0,0
10788,13527,2640875,265404,1960,1,100,78.3,5.1,0.7,13688306.1,152466.8,4013817.8,1141686.1,57.18,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.48900847,12.32824603,6.58906402,4.046204187,1,0
3603,4128,2670497,127293,1929,1,100,61.4,4.4,0,86940,869.4,2117920.5,601324.5,101.7424207,40.758184,-73.960085,6,5,10601,11.75424679,11.82323705,1.526056303,3.794018727,0,0
8453,10603,2716006,51300,1930,1,100,79.8,3.8,0.7,3750365.5,40887.4,751386.8,215578.3,101.7424207,40.649396,-73.960889,14,40,51002,10.84544603,10.94075621,5.294309345,3.794018727,0,0
10691,13383,5833113,84954,1938,1,100,74.1,6.732861157,0.8,6287799.9,68470.7,4694793.25,1381668.643,45.07,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.34986521,11.38116393,5.855931152,3.808216837,1,0
682,774,5043155,142848,1930,1,100,147.8,21.4,0.2,2513953.1,25857.3,9995602.4,2853029.5,46.53,40.718919,-74.008781,1,1,39,11.86953641,11.79817959,6.498282149,3.840097266,0,0
10170,12770,4768199,85360,1954,1,100,19.9,3.7,0.1,656800,6568,1125502.8,329866,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.35463289,11.40342305,3.552486829,3.794018727,1,0
8192,10222,3529543,111007,2007,1,100,61.1,6,0.4,8402307.4,89450.4,4300561.3,1244276.4,101.7424207,40.669285,-73.895739,5,42,1156,11.61734854,12.24548084,6.100991372,3.794018727,0,0
9207,11498,2927442,58535,1962,1,100,97.6,7.1,0.8,4277300.4,46197.8,1436259.2,415008.7,74.88,40.593861,-73.991409,11,47,304,10.97738014,10.97738014,5.425830687,4.315886832,0,0
11017,13800,2734710,70569,1938,1,100,57.7,2.9,0.5,3909100.3,43386,841368.5,236009.8,37.77,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.16434623,11.31849084,5.335613151,3.631515137,1,0
1929,2271,5050255,59993,1922,1,100,76.4,9.5,0.4,3299536.1,32995.4,2539423.2,729394,27.19,40.745032,-73.984265,5,2,74,11.00198317,11.24413057,5.166498792,3.302849259,0,0
9921,12468,4381933,66426,1965,1,100,78.9,3.9,0.7,4448700,47385.3,902006.5,264363,72,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.10384383,11.12446496,5.465102184,4.276666119,1,0
5302,6187,2705500,75240,1925,1,100,94.3,6.7,0,293319,2970.2,1759606.7,503091.6,74.71,40.850957,-73.938421,12,10,273,11.22843828,11.22830537,5.9804036,4.313613952,0,0
356,368,2736145,58570,1949,1,100,65.3,2,0.6,3422189,36860.6,403933.2,115442,101.7424207,40.58615,-73.970902,13,47,37402,10.9779779,10.97780715,5.202907182,3.794018727,0,0
594,644,4406023,1052861,1916,1,90,61.1,11.2,0.478642298,6299575.527,66944.70117,40971916.5,11784276.2,20.6,40.710536,-74.009378,1,1,13,13.86702178,13.86174985,5.583766874,3.025291076,0,0
7220,8711,4403124,108955,1955,1,100,58.6,2.4,0.6,5653500,62905.7,961965.7,270935.7,31.68,40.881454,-73.916843,8,11,29302,11.59869023,11.63474479,5.704781975,3.455685567,0,0
6042,7178,3433044,55026,1927,1,100,76.5,4.9,0.6,3593294.2,39131,1034643.7,297618.8,87.08,40.845668,-73.916104,5,14,217,10.91556108,11.01086135,5.251749731,4.466827236,0,0
2614,3059,2674043,384336,1930,1,100,58.8,5.3,0.4,16520077.8,180213.4,7819747.6,2237248.4,16.65,40.775008,-73.976853,7,6,157,12.85927245,12.94800999,6.805833289,2.812410216,0,0
6599,7936,5857952,53575,1936,1,100,110.4,3.6,1,4908719.7,52721.4,682456.7,193019.1,114.15,40.869195,-73.892012,7,14,40303,10.88883782,10.88883782,5.651084686,4.737513373,0,0
6285,7561,4028288,81450,1936,1,100,116.1,6.2,0,410600,4150.7,1887723.1,530045.4,101.7424207,40.856445,-73.90055,5,14,23704,11.30774461,11.35040654,6.383337702,3.794018727,0,0
9169,11453,3523335,71400,1939,1,100,67.3,2.9,0.6,4689199.9,50087.2,840065.1,237133.6,15.16,40.606264,-73.960784,15,48,554,11.17605315,11.31581509,5.517854422,2.71866038,0,0
514,555,4956927,260017,1965,1,40,73,12.3,0.478642298,6299575.527,66944.70117,12451781.6,3649408,101.7424207,40.704638,-74.006694,1,1,7,12.46850229,12.02329699,5.583766874,3.794018727,0,0
9649,12086,4407518,64028,1926,1,100,107.3,6.3,0.8,5200824.4,52008.2,1490164.7,424741.4,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.06707577,11.12533466,5.768320996,3.794018727,1,0
3296,3795,1439975,99381,2000,1,100,123.7,23.8,0.478642298,6299575.527,66944.70117,8196443.2,2402239.8,101.7424207,40.762621,-73.973128,5,4,11202,11.50671623,11.49089456,5.583766874,3.794018727,0,0
6476,7803,5764747,61000,1925,1,100,73.4,2.6,0,183883.3,1858.2,558298.1,157752.1,61.69,40.884241,-73.897662,8,11,279,11.01862914,11.01862914,5.659133723,4.122121843,0,0
1725,2046,5055908,68764,1915,1,100,119.2,11.7,0.478642298,6299575.527,66944.70117,2865319.1,823572.1,14.02,40.746531,-73.98782,5,4,76,11.13843563,11.01039864,6.010286301,2.640484882,0,0
1867,2199,4082248,97500,1916,1,90,82.2,11.2,0.478642298,6299575.527,66944.70117,3851144.5,1101644.5,9.48,40.739548,-73.989658,5,2,52,11.48760766,11.49673511,5.750666061,2.249184316,0,0
5934,7047,2963923,56000,1922,1,100,154.8,7.9,1.4,7116009.4,76220.6,1552995.3,440737.9,40.82,40.850106,-73.90546,5,15,23502,10.93310697,10.93310697,5.934894196,3.709172157,0,0
6985,8409,4043233,74826,1931,1,100,78.3,3.3,0.7,5808318.4,62216.1,1025227.2,288397.4,51.96,40.855246,-73.868664,11,13,22401,11.2229207,11.37707138,5.731721843,3.950474192,0,0
11043,13833,4039213,357648,1986,1,100,24.7,5.8,0.1,2010926.7,20109.3,6863496.4,2075757.5,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.78730454,12.79385931,4.670957927,3.794018727,1,0
1398,1691,3541805,143448,1924,1,100,109.2,8.8,0.478642298,6299575.527,66944.70117,4638071.8,1324195.4,15.41,40.752034,-73.991053,5,3,109,11.87372788,11.92251539,6.791333816,2.735016649,0,0
2027,2374,2712465,285213,1914,1,100,70.7,13.5,0,2104,23.7,15348540.9,4498399.5,9.8,40.736963,-73.988713,5,2,50,12.56099155,12.64864084,6.426650257,2.282382386,0,0
11419,14405,2539004,92150,1954,1,100,21.9,3.3,0.1,1016803,11367.3,1158560.4,327805.3,38.48,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.43117296,11.5054778,3.988984047,3.650138626,1,0
8069,9985,4952663,103921,2007,1,100,117.4,10.9,0.8,5470021.7,57823,2620715.4,748899.4,51.82,40.715966,-73.939383,1,34,477,11.55138627,11.14096283,5.671603576,3.947776175,0,0
4631,5340,5510683,91226,2012,1,95,80.2,6.6,0.6,3976358.9,43702.8,1581610.3,455715.6,33.51,40.80132,-73.959517,10,9,19702,11.42109522,11.14677722,5.352805552,3.511843902,0,0
6934,8351,2793918,79400,1929,1,100,12,6.732861157,0.478642298,6299575.527,66944.70117,950344.3,1381668.643,50.79,40.851653,-73.828581,10,13,300,11.28225365,11.28225365,5.583766874,3.927699485,0,0
2039,2387,2978398,61406,1909,1,100,86.8,4.1,0,178741.2,1809.9,910566.3,263417.9,101.7424207,40.737835,-73.985032,6,2,50,11.02526283,11.06263034,5.826884672,3.794018727,0,0
2198,2569,2704398,50796,1942,1,100,66.7,3.8,0,310585,2830.9,798711.6,227651.1,24.3,40.745909,-73.976517,6,2,78,10.83557289,10.99036458,5.441984716,3.19047635,0,0
10866,13629,3100366,79224,1940,1,100,82.9,3.6,0.1,533539,5335.4,998719.5,278968.9,89.19,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.28003456,11.26446411,5.991214516,4.490768926,1,0
1231,1488,4372134,56348,2014,1,100,54.2,9.6,0.2,1491796.9,16388.1,2304388.2,670154.8,18.98,40.745184,-74.004006,4,3,89,10.93930203,11.15625052,4.371976299,2.943385793,0,0
6748,8103,4998733,190600,2013,1,100,21.5,1.6,0.2,2411709.3,24117.1,793577.9,232584.3,101.7424207,40.88086,-73.870646,12,11,435,12.15793227,11.91173514,4.852811209,3.794018727,0,0
968,1176,2706343,115694,1931,1,100,79.3,4.7,0.6,7773200,85373,2152521.7,630867.9,27.5,40.729651,-73.995068,2,1,59,11.65870405,11.80847898,6.14761323,3.314186005,0,0
11418,14404,5819949,120184,1950,6,100,41.3,12.9,0.478642298,6299575.527,66944.70117,4952322.1,1547105.1,54.93,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.69677918,11.69524702,5.583766874,4.006059647,1,0
6150,7322,2810910,50760,1926,1,100,123.2,4.9,0.1,389193.7,4023.3,1033925.3,290723.9,101.7424207,40.840381,-73.898452,3,16,167,10.83486392,10.9890146,6.123150488,3.794018727,0,0
2593,3037,4952806,182048,1929,1,100,76.2,4.5,0.6,11039409.8,110394.1,2912826.2,821412.7,26.69,40.772731,-73.978515,7,6,153,12.11202567,12.11750369,6.374002151,3.284288963,0,0
5985,7107,2884709,54228,1921,1,100,78,5.8,0.6,3149075.3,31490.8,1078698.9,311910.6,101.7424207,40.840044,-73.913017,4,14,225,10.90095266,10.90095266,5.119788608,3.794018727,0,0
1826,2154,4995673,76116,2002,1,100,86.4,12,0.1,843490,8434.9,3694827.5,1062083.2,24.62,40.752612,-73.982827,5,4,84,11.24001377,11.39294752,5.622572419,3.203559121,0,0
6816,8196,5039158,198104,1964,1,100,24,5.2,0.1,1159354,11730.8,3525132.1,1033157,81.62,40.826092,-73.889115,2,17,12102,12.19654742,12.1965979,4.195697056,4.40207433,0,0
5457,6368,2800787,53436,1925,1,100,86.8,3.6,0.8,3944745.6,43106.9,693302.5,192981.8,101.7424207,40.867244,-73.927997,12,10,295,10.88623996,10.88623996,5.344723739,3.794018727,0,0
6110,7256,2801602,70200,1990,1,100,18.1,5.3,0.478642298,6299575.527,66944.70117,1161448.9,340401.1,168.46,40.850613,-73.91827,5,14,21501,11.15910359,11.06663836,5.583766874,5.126698333,0,0
3441,3952,2383823,73800,1927,1,100,46.4,5.4,0,2687.5,26.9,1526874.6,435258.4,29.9,40.75483,-73.970334,6,4,98,11.20911401,11.19008588,5.100475998,3.39785848,0,0
3698,4230,2670555,63296,1927,1,100,70.9,5,0,57680,576.8,1084715.1,317911.8,101.7424207,40.771618,-73.965066,8,4,130,11.05557741,11.04292184,1.131402111,3.794018727,0,0
9568,11977,3533599,153193,1965,1,100,89.6,5.8,0.8,10668109.2,115397.6,3054142.5,895117.9,60.46,40.586519,-73.933293,15,48,598,11.93945384,11.93944732,6.339653587,4.101981989,0,0
8786,11008,2817633,51840,1950,1,100,89.3,6.732861157,0.478642298,3943426.7,66944.70117,685450.8,1381668.643,101.7424207,40.637545,-74.03607,10,43,34,10.85591733,10.85591733,5.344723739,3.794018727,0,0
1466,1760,5049346,53123,1950,1,100,187.9,14,0.8,4129599.4,41296,2538504.1,743992.9,101.7424207,40.740605,-73.998174,4,3,81,10.88036526,10.88036526,6.142467421,3.794018727,0,0
3359,3864,2978467,66386,1929,1,100,75.2,6.4,0,286795,2867.9,1514873.4,427889.3,204.47,40.757518,-73.970882,6,4,100,11.10324147,11.10324147,5.542439324,5.320421265,0,0
8768,10985,3663583,183400,2009,1,100,15.4,2.5,0.1,761700,8512,944523.5,276824,101.7424207,40.641681,-74.024643,7,38,22,12.11942484,11.61567157,3.701301974,3.794018727,0,0
3526,4045,4405701,300080,1977,1,100,111.7,8.5,0.9,25924129,275850.8,9346615.6,2672170.3,101.7424207,40.757225,-73.966352,6,4,98,12.61180438,12.63238559,7.227662499,3.794018727,0,0
11057,13850,4408062,328560,1969,1,100,151.3,7.1,1.3,43735067.8,440612.4,8463397.9,2437902.8,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,12.70247475,12.75126491,7.750614733,3.794018727,1,0
2741,3199,5868152,141099,1928,1,100,70.9,13.1,0,67292.8,688.5,5272639.6,1507522.1,23.36,40.780065,-73.981571,7,6,159,11.85721705,11.1458105,5.360822572,3.151025158,0,0
11141,13995,4390608,132300,1940,1,100,94.2,5.1,0,538373,5482.7,2411806.7,679281.9,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.79282735,11.80783138,6.618204795,3.794018727,1,0
8604,10774,3120804,62400,1970,1,100,59.1,3.3,0.4,2676149.7,28217.2,837369.7,234047.8,35.95,40.648222,-73.977383,7,39,500,11.04132055,11.15879015,5.242804657,3.582129084,0,0
502,541,2653219,993570,1983,1,75,70,13.6,0.478642298,6299575.527,66944.70117,48082671.5,13975497.3,18.82,40.704215,-74.011559,1,1,9,13.8090598,13.5217581,5.583766874,2.934920134,0,0
3771,4313,2669687,98903,1962,1,100,101.1,6.7,0,176575,1765.7,2356604.5,677181.7,101.7424207,40.764639,-73.966113,8,4,120,11.50189485,11.46674539,2.240709689,3.794018727,0,0
7081,8521,2815208,51040,1929,1,100,70.9,3.4,0.5,2384145.5,25103.6,613681.3,172606,101.7424207,40.870119,-73.865262,12,15,338,10.84036492,10.84036492,5.151555985,3.794018727,0,0
1796,2123,4403396,82878,1921,1,100,95.9,16.2,0.4,4257895.2,47481.8,6003349.9,1728868.3,22.18,40.750592,-73.983744,5,4,84,11.32512493,11.46163217,5.421419564,3.099190982,0,0
8939,11198,4375946,52230,2007,1,100,64.2,9.2,0.4,2027299.9,22128.2,1992237.6,574856.8,101.7424207,40.599985,-73.995862,11,47,292,10.86341232,10.86113134,4.679349584,3.794018727,0,0
10072,12661,2801749,72324,1959,1,100,195.2,3.5,1.8,15146699.8,151467,1030287.5,294745.4,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.1889113,11.34306198,6.717199917,3.794018727,1,0
1619,1932,2782326,53508,1908,1,100,20.2,4,0.1,430648.5,4491.5,883465.3,258928.8,101.7424207,40.737163,-73.994263,5,3,54,10.88758645,11.00461335,3.131136911,3.794018727,0,0
8066,9979,4401752,66800,1991,1,90,72.5,5.6,0.6,3565899.9,37698.2,1280142.6,375188.3,83,40.710334,-73.951002,1,34,513,11.10945836,11.10945836,5.243861181,4.418840608,0,0
975,1184,2817365,489709,1950,1,100,36.8,7.6,0.1,3325819.4,33258.2,12471872.3,3520317.3,59.41,40.730458,-73.99365,2,1,57,13.10156662,13.03015817,5.58762312,4.084462562,0,0
3090,3578,3530097,231948,1917,1,95,89.2,15.8,0,3400,37.2,16500431.5,4732394.6,26.97,40.755167,-73.98083,5,4,96,12.35426849,12.49146961,6.647688374,3.294725137,0,0
5486,6410,4043059,91998,1887,1,100,76.9,5.3,0.6,5472620.2,59215,1678743.9,492011.6,82.24,40.814678,-73.916598,1,8,43,11.42952212,11.44033327,5.672291808,4.409641802,0,0
9690,12137,4404039,53500,1937,1,100,62.1,2.8,0,236900,2411.5,587147.2,165031.1,29.51,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,10.88743693,10.97678203,5.398162702,3.384729189,1,0
11380,14336,4403943,128148,1962,1,100,112.5,5.4,0.7,9527400.3,95274,2402522.4,691799.2,0,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.76094112,11.76094112,6.537415973,3.794018727,1,0
6828,8214,4039200,144460,1967,1,100,118.9,4.6,0.478642298,6299575.527,66944.70117,2409811.8,674905,66.89,40.832295,-73.859314,9,18,72,11.88075793,11.9058523,7.042635761,4.203049479,0,0
10294,12934,2740591,141920,1949,2,100,111.6,5.2,1,12911142.2,138262,2654729.1,744201.2,101.7424207,40.75499004,-73.95547372,7.3611834,16.22038077,5186.015614,11.8630188,11.8630188,6.560040076,3.794018727,1,0
3864,4418,4045760,288394,1967,1,100,87.5,5.8,0.478642298,6299575.527,66944.70117,4946345.8,1417327.7,28.37,40.763283,-73.964879,8,4,110,12.57208288,12.40081672,5.583766874,3.345332249,0,0
